address,price,sold_date,sold_type,bedrooms,bathroom,car_space,land_size (m2),house_type
"24 Popes Road,JUNORTOUN VIC",176000,17 Jan 2024,private treaty,1,1,4.0,700.0,House
"48 Meridan Road,GOLDEN BEACH VIC",250000,08 Jan 2024,private treaty,1,1,4.0,600.0,House
"24A Settlement Road,TRAFALGAR VIC",390000,08 Jan 2024,private treaty,1,1,4.0,780.0,House
"22 Aurel Road,DEANS MARSH VIC 2,",550000,01 Dec 2023,private treaty,1,1,4.0,24.0,House
"20 Spray Point Road,BLAIRGOWRIE VIC 1,",1450000,23 Sep 2023,auction,1,1,4.0,209.0,House
"85 Progress Road,DEREEL VIC 2.02ha",310000,17 May 2023,private treaty,1,1,4.0,209.0,House
"557 White Gum Road,BARKERS CREEK VIC 5,",475000,31 Jan 2023,private treaty,1,1,4.0,916.0,House
"14 Lorne Terrace,LORNE VIC",1475000,27 Jan 2023,private treaty,1,1,4.0,729.0,House
"27 Coquette Street,GEELONG WEST VIC",615000,21 Oct 2022,private treaty,1,1,4.0,445.0,House
"222 Furlong Road,ST ALBANS VIC",847000,01 Oct 2022,auction,1,1,4.0,670.0,House
"2556 Wangarabell Road,GENOA VIC",725000,29 Sep 2022,private treaty,0,0,,38912023400.0,Vacant land
"90 Mollison Street,MALMSBURY VIC 1,",900000,26 Aug 2022,private treaty,1,1,4.0,17.0,House
"150 Fullers Road,FOSTER VIC 1.24ha",575000,21 Jul 2022,private treaty,1,1,4.0,17.0,House
"14 Delahoy Road,MERINGUR VIC 2,",100000,29 Jun 2022,private treaty,1,1,4.0,427.0,House
"1713 Daylesford Ballarat Road,NEWLYN VIC 8,",1390000,29 Jan 2022,private treaty,1,1,4.0,93.0,House
"75 Tourello Road,TOURELLO VIC 13.76ha",465000,19 Nov 2021,private treaty,1,1,4.0,93.0,House
"37 Canterbury Road,VENUS BAY VIC",410000,10 Oct 2021,private treaty,1,1,4.0,707.0,House
"293 Warburton Highway,WANDIN NORTH VIC 1,",610000,21 Aug 2021,private treaty,1,1,4.0,291.0,House
"35 Tantalla Street,WEDDERBURN VIC 5,",160000,20 Jul 2021,private treaty,1,1,4.0,0.0,House
"78 Hunters Lane,KALIMNA VIC",245000,01 Mar 2021,private treaty,1,1,4.0,607.0,House
"40 Myalla Street,BRAYBROOK VIC",853000,20 Feb 2021,auction,1,1,4.0,652.0,House
"6517 Portland Nelson Road,NELSON VIC",190000,12 Nov 2020,private treaty,1,1,4.0,600.0,House
"223 Nuggetty Road,MALDON VIC 241.19ha",2300000,16 Oct 2020,private treaty,1,1,4.0,600.0,House
"10 Hosie Street,BAIRNSDALE VIC",197000,07 Jul 2020,private treaty,1,1,4.0,650.0,House
"4 Stump Street,MALDON VIC 3,",395000,03 Apr 2020,private treaty,1,1,4.0,946.0,House
"9 Manuka St,SANDY POINT VIC",350000,06 Feb 2020,private treaty,1,1,4.0,628.0,House
"14 Lantana Avenue,HAMLYN HEIGHTS VIC",250222,13 Dec 2019,private treaty,1,1,4.0,628.0,House
"19 Latrobe Street,KYNETON VIC 1,",511500,18 Nov 2019,private treaty,1,1,4.0,500.0,House
"81 Acacia Rd,WALKERVILLE VIC",245000,06 Sep 2019,private treaty,1,1,4.0,620.0,House
"56 Mint Road,MOYSTON VIC 3.04ha",349000,25 Jun 2019,private treaty,1,1,4.0,620.0,House
"78 Hunters Lane,LAKES ENTRANCE VIC",170000,06 May 2019,private treaty,1,1,4.0,620.0,House
"106 Wheatsheaf Road,GLENROY VIC",660000,02 May 2019,auction,1,1,4.0,620.0,House
"25 Cassidy Drive,KENNETT RIVER VIC",555000,25 Mar 2019,private treaty,1,1,4.0,614.0,Vacant land
"24 Leggatt Crescent,MOUNT MARTHA VIC 3,",2525000,19 Mar 2019,private treaty,1,1,4.0,925.0,House
"95 Silverleaves Ave,SILVERLEAVES VIC 1,",805000,05 Feb 2019,private treaty,1,1,4.0,5.0,House
"4 Bay Road,EAGLE POINT VIC",263000,30 Jan 2019,private treaty,1,1,4.0,605.0,House
SILVAN VIC 4.05ha,858000,16 Jan 2019,private treaty,1,1,4.0,605.0,House
"3 Mathews St,MYRTLEFORD VIC 1,",440000,30 Nov 2018,private treaty,1,1,4.0,62.0,House
"35 Station Road,RED HILL VIC",880000,23 Oct 2018,private treaty,1,1,4.0,62.0,House
"2-6 Goorang Street,KATAMATITE VIC 1,",155000,18 Sep 2018,private treaty,1,1,4.0,49.0,House
"134 Broadway,DUNOLLY VIC",135000,11 Apr 2018,private treaty,1,1,4.0,49.0,House
"98 Munster Terrace,NORTH MELBOURNE VIC",1311000,08 Dec 2017,auction,1,1,4.0,49.0,House
"9 Bakewell Street,TOORADIN VIC 1,",374000,13 Sep 2017,private treaty,1,1,4.0,12.0,House
"3 Alexander Avenue,COBURG NORTH VIC",867000,11 Jul 2017,auction,1,1,4.0,12.0,House
"14 Ritchie Street,CARAMUT VIC",97000,08 Jun 2017,private treaty,1,1,4.0,12.0,House
"17 Waterloo Road,COLLINGWOOD VIC",1215000,04 Apr 2017,private treaty,1,1,4.0,105.0,Townhouse
"54 Grossard Point Road,VENTNOR VIC",289000,18 Feb 2017,private treaty,1,1,4.0,836.0,House
"1/95 Tooradin Station Road,TOORADIN VIC",250000,09 Jan 2017,private treaty,1,1,4.0,836.0,House
"9 Leslie Street,CLUNES VIC",120000,06 Jan 2017,private treaty,1,1,4.0,836.0,House
"566 Frosts Road,BAYNTON VIC",197000,20 Dec 2016,private treaty,0,0,,3444320000.0,Vacant land
"45 & 47 Napier Street,FOOTSCRAY VIC",1715000,12 Dec 2016,private treaty,1,1,4.0,316.0,House
"56 Nolan Street,MARYBOROUGH VIC",210000,09 Dec 2016,auction,1,1,4.0,931.0,House
"44 Toorak Avenue,THE BASIN VIC 1,",468000,06 Oct 2016,private treaty,1,1,4.0,75.0,House
"23 Kevin Street,TOOTGAROOK VIC",545000,13 Aug 2016,auction,1,1,4.0,980.0,House
"15 Centre Road,RAYMOND ISLAND VIC 4.45ha",303000,03 Jun 2016,private treaty,1,1,4.0,980.0,House
"7 Princes Highway,LAKES ENTRANCE VIC",170000,08 Feb 2016,private treaty,1,1,4.0,980.0,House
"9 RITA COURT,VENUS BAY VIC",170000,18 Jan 2016,private treaty,1,1,4.0,980.0,House
"3 Noora Court,ASPENDALE VIC",700000,06 Jan 2016,private treaty,1,1,4.0,640.0,House
"19 Pinehill Drive,PAKENHAM VIC",900000,05 Sep 2015,private treaty,1,1,4.0,,Vacant land
"585 Dunns Creek Road,RED HILL VIC 9,",700000,03 Sep 2015,private treaty,1,1,4.0,572.0,Vacant land
"81 Hesse Street,QUEENSCLIFF VIC",870000,06 Aug 2015,private treaty,1,1,4.0,670.0,House
"48 Railway Avenue,TYNONG VIC",244200,25 Jun 2015,auction,1,1,4.0,798.0,House
"165 Ashworth Street,MIDDLE PARK VIC",2430000,21 Feb 2015,auction,1,1,4.0,137.0,House
"145 Kepler Street,WARRNAMBOOL VIC",341000,01 Jan 2015,auction,1,1,4.0,137.0,House
"5/17 Chambers Road,ALTONA NORTH VIC",275000,16 Jan 2014,private treaty,1,1,4.0,137.0,House
"31 Dixon Avenue,CROYDON VIC",345287,20 Mar 2013,private treaty,1,1,4.0,804.0,House
MACCLESFIELD VIC,450000,25 Sep 2012,private treaty,0,0,,378248200.0,Vacant land
"4 Lillian Court,NORTH GEELONG VIC",295000,09 May 2012,private treaty,1,1,4.0,37824.82,Townhouse
"90 Glenoe Drive,LARA VIC 2.02ha",415000,21 Dec 2011,private treaty,1,1,4.0,37824.82,House
"13 Hakea Street,TECOMA VIC 1,",333000,19 Sep 2011,private treaty,1,1,4.0,359.0,House
"4 Yertchuk Avenue,ASHWOOD VIC",370000,07 May 2010,private treaty,1,1,4.0,359.0,House
"2/9 Byron Street,COLLINGWOOD VIC s",1825000,17 Feb 2024,private treaty,1,2,3.0,359.0,House
"56 Allambee Childers Road,YARRAGON SOUTH VIC s109,",930000,14 Mar 2022,private treaty,1,2,3.0,265.0,House
"2/9 Byron Street,COLLINGWOOD VIC s",1983750,13 Jun 2017,private treaty,1,2,3.0,265.0,Townhouse
"172 Surf Parade,INVERLOCH VIC s",577000,04 Feb 2017,private treaty,1,2,3.0,265.0,House
"13 Tourello Road,MOUNT ELIZA VIC s1,",1175000,27 Apr 2016,private treaty,1,2,3.0,263.0,House
"13 Tourello Road,MOUNT ELIZA VIC s",1275000,19 Jul 2014,private treaty,1,2,3.0,263.0,House
"12 Brumbys Road,WARRANDYTE SOUTH VIC s",980000,25 Jun 2022,auction,1,2,4.0,756.0,House
"41 The Boulevarde,SANDY POINT VIC s",245000,22 Dec 2017,private treaty,1,2,4.0,587.0,House
"2695 Merton-Euroa Road,MERTON VIC s38.45ha",358000,02 May 2016,private treaty,1,2,4.0,587.0,House
"10 Dudley Grove,EDITHVALE VIC s",1055000,27 May 2013,private treaty,1,3,4.0,587.0,House
"4 Collins Street,ESSENDON VIC s",1002000,12 Apr 2025,auction,2,1,3.0,318.0,House
"13 Frost Avenue,MARYBOROUGH VIC s",306000,09 Apr 2025,private treaty,2,1,3.0,664.0,House
"10 Gardenia Grove,NORLANE VIC s",480000,08 Apr 2025,private treaty,2,1,3.0,797.0,House
"46 Landells Road,PASCOE VALE VIC s",945000,05 Apr 2025,auction,2,1,3.0,370.0,House
"62 Goulburn Avenue,RESERVOIR VIC s",890000,05 Apr 2025,auction,2,1,3.0,621.0,House
"14 Menzies Street,CHARLTON VIC s2,",365000,02 Apr 2025,private treaty,2,1,3.0,23.0,House
"36 Aitken Avenue,HOPPERS CROSSING VIC s",540000,31 Mar 2025,private treaty,2,1,3.0,535.0,House
"3 Francis Street,OAK PARK VIC s InspectionSat 29 Mar, 10:00am",670000,29 Mar 2025,auction,2,1,3.0,217.0,Villa
"18 Maidstone Street,RINGWOOD VIC s",1085000,29 Mar 2025,auction,2,1,3.0,836.0,House
"2A Mawarra Avenue,CAPEL SOUND VIC s",590000,28 Mar 2025,private treaty,2,1,3.0,313.0,House
"127 Waverley Street,MOONEE PONDS VIC s",850000,27 Mar 2025,auction,2,1,3.0,348.0,House
"8 Birdwood Street,MARIBYRNONG VIC s",886000,25 Mar 2025,private treaty,2,1,3.0,462.0,House
"62 Wilton Avenue,NEWCOMB VIC s",525000,24 Mar 2025,private treaty,2,1,3.0,655.0,House
"45 Woodvale Grove,ROSEBUD VIC s",755555,18 Mar 2025,private treaty,2,1,3.0,769.0,House
"31 Reid Street,RUTHERGLEN VIC s",525000,18 Mar 2025,private treaty,2,1,3.0,774.0,House
"26 Watkin St,OCEAN GROVE VIC s",785000,17 Mar 2025,private treaty,2,1,3.0,632.0,House
"46 Banksia Street,LOCH SPORT VIC s",330000,14 Mar 2025,private treaty,2,1,3.0,529.0,House
"17 Washington Street,TRARALGON VIC s",365000,14 Mar 2025,private treaty,2,1,3.0,736.0,House
"10 Outtrim Street,MARYBOROUGH VIC s",305000,11 Mar 2025,private treaty,2,1,3.0,888.0,House
"5 Jubilee Street,NEWPORT VIC s",975000,11 Mar 2025,private treaty,2,1,3.0,888.0,House
"134 Johnstone Street,CASTLEMAINE VIC s1,",420000,06 Mar 2025,private treaty,2,1,3.0,203.0,House
"24 Tweedale Street,DUNOLLY VIC s",290000,05 Mar 2025,private treaty,2,1,3.0,757.0,House
"10 Mercury Drive,VENUS BAY VIC s",455000,05 Mar 2025,private treaty,2,1,3.0,584.0,House
"7 Turner Crescent,BRAYBROOK VIC s",685000,28 Feb 2025,auction,2,1,3.0,505.0,House
"10 Orchid Street,NORLANE VIC s",415000,28 Feb 2025,private treaty,2,1,3.0,597.0,House
"201 Old Hume Hwy,GLENROWAN VIC s1,",580000,26 Feb 2025,private treaty,2,1,3.0,883.0,House
"3 Murray Court,RED CLIFFS VIC s",280000,26 Feb 2025,private treaty,2,1,3.0,779.0,House
"3 Helen Street,EAST GEELONG VIC s",680000,24 Feb 2025,private treaty,2,1,3.0,355.0,House
"75 Mundy Street,MENTONE VIC s",990000,22 Feb 2025,auction,2,1,3.0,320.0,Townhouse
"12 Broadhurst Avenue,RESERVOIR VIC s1,",1085000,22 Feb 2025,auction,2,1,3.0,40.0,House
"61 Winter Crescent,RESERVOIR VIC s",710000,21 Feb 2025,auction,2,1,3.0,580.0,House
"21A Elm Grove,PARKDALE VIC s",1050000,16 Feb 2025,private treaty,2,1,3.0,390.0,House
"3/55 Moreland Street,FOOTSCRAY VIC s",720000,15 Feb 2025,auction,2,1,3.0,390.0,Townhouse
"15 Anderson Street,HEYFIELD VIC s",260000,12 Feb 2025,private treaty,2,1,3.0,740.0,House
"38 Latrobe Road,MORWELL VIC s",280000,11 Feb 2025,private treaty,2,1,3.0,564.0,House
"1 Napier Street,EAGLEHAWK VIC s",460000,10 Feb 2025,private treaty,2,1,3.0,674.0,House
"19 Percival Street,CAPEL SOUND VIC s",705000,07 Feb 2025,private treaty,2,1,3.0,586.0,House
"9 Gipson Street,DIAMOND CREEK VIC s1,",680000,07 Feb 2025,private treaty,2,1,3.0,120.0,House
"291 National Park Road,LOCH SPORT VIC s",345000,07 Feb 2025,private treaty,2,1,3.0,659.0,House
"21 Cahill Street,BRIAGOLONG VIC s1,",368000,06 Feb 2025,private treaty,2,1,3.0,0.0,House
"40 Bantering Bay Road,CORONET BAY VIC s",475000,06 Feb 2025,private treaty,2,1,3.0,534.0,House
"12 Campbell Street,MARYBOROUGH VIC s",320000,30 Jan 2025,private treaty,2,1,3.0,609.0,House
"195 Gladstone Street,MARYBOROUGH VIC s",280000,23 Jan 2025,private treaty,2,1,3.0,686.0,House
"1 Charman Avenue,EUROA VIC s",340000,22 Jan 2025,private treaty,2,1,3.0,706.0,House
"2/5 Begg Street,KYNETON VIC s",520000,22 Jan 2025,private treaty,2,1,3.0,706.0,House
"3 Robertson Drive,MORNINGTON VIC s",690000,22 Jan 2025,private treaty,2,1,3.0,706.0,House
"230 Pascoe Vale Road,ESSENDON VIC s",849000,21 Jan 2025,private treaty,2,1,3.0,382.0,House
"4 Ward Street,BELL POST HILL VIC s",510000,18 Jan 2025,private treaty,2,1,3.0,224.0,House
"4 Kurung Drive,KINGS PARK VIC s",550000,18 Jan 2025,private treaty,2,1,3.0,531.0,House
"7 Purcell Street,CLUNES VIC s1,",460000,10 Jan 2025,private treaty,2,1,3.0,293.0,House
"1/7 High Street,HEATHCOTE VIC s",370000,07 Jan 2025,private treaty,2,1,3.0,448.0,House
"11 Whelan Street,APOLLO BAY VIC s",780000,31 Dec 2024,private treaty,2,1,3.0,727.0,House
"289 Mt Baw Baw Tourist Road,NOOJEE VIC s3,",460000,24 Dec 2024,private treaty,2,1,3.0,460.0,House
"132 Country Club Drive,CLIFTON SPRINGS VIC s",570000,19 Dec 2024,private treaty,2,1,3.0,617.0,House
"39 Landra Street,RYE VIC s",750000,17 Dec 2024,private treaty,2,1,3.0,864.0,House
"15 Foster Street,REDAN VIC s",390000,15 Dec 2024,private treaty,2,1,3.0,502.0,House
"108 Karingal Drive,FRANKSTON VIC s",595000,14 Dec 2024,auction,2,1,3.0,616.0,House
"71 Winifred Street,OAK PARK VIC s",1200000,13 Dec 2024,private treaty,2,1,3.0,949.0,House
"5 Bluff Avenue,ELWOOD VIC s",1900000,09 Dec 2024,private treaty,2,1,3.0,301.0,House
"1/15 Imes Street,PARKDALE VIC s",800000,09 Dec 2024,private treaty,2,1,3.0,238.0,Townhouse
"12 Yarrayne Street,RYE VIC s",750000,09 Dec 2024,private treaty,2,1,3.0,701.0,House
"103 Boundary Road,NEWCOMB VIC s",500000,07 Dec 2024,private treaty,2,1,3.0,712.0,House
"31 Stennis Street,PASCOE VALE VIC s",825000,07 Dec 2024,auction,2,1,3.0,712.0,House
"59 Gill Avenue,CALIFORNIA GULLY VIC s",345000,05 Dec 2024,private treaty,2,1,3.0,522.0,House
"6 Bell Street,MOE VIC s",350000,05 Dec 2024,private treaty,2,1,3.0,952.0,House
"35a Looker Road,MONTMORENCY VIC s",820000,05 Dec 2024,private treaty,2,1,3.0,460.0,House
"1 Spensley Street,ROSEBUD VIC s",555555,05 Dec 2024,private treaty,2,1,3.0,604.0,House
"23 Moscript Street,CAMPBELLS CREEK VIC s2,",650000,02 Dec 2024,private treaty,2,1,3.0,346.0,House
"5 Raven Court,OAKLEIGH SOUTH VIC s",862000,30 Nov 2024,auction,2,1,3.0,346.0,House
"20 Lansdowne Street,TALBOT VIC s2,",365000,28 Nov 2024,private treaty,2,1,3.0,380.0,House
"89 Molloys Lane,YANDOIT VIC s13.35ha",465000,28 Nov 2024,private treaty,2,1,3.0,380.0,House
"11 Panton Street,EAGLEHAWK VIC s",395000,25 Nov 2024,private treaty,2,1,3.0,385.0,House
"12 Denman Avenue,GLEN IRIS VIC s",1030000,20 Nov 2024,private treaty,2,1,3.0,385.0,House
"2 Dean Drive,BROADFORD VIC s",500000,19 Nov 2024,private treaty,2,1,3.0,723.0,House
"16 Salisbury Street,ESSENDON NORTH VIC s",920000,19 Nov 2024,auction,2,1,3.0,723.0,House
"7 Jones Street,STAWELL VIC s",327500,19 Nov 2024,private treaty,2,1,3.0,830.0,House
"19 Shady Gully Drive,MALLACOOTA VIC s",410000,15 Nov 2024,private treaty,2,1,3.0,830.0,House
"52 William Street,ESSENDON VIC s",2140000,12 Nov 2024,private treaty,2,1,3.0,795.0,House
"16 Peter Avenue,TATURA VIC s",440000,11 Nov 2024,private treaty,2,1,3.0,866.0,House
"297A King Street,GOLDEN SQUARE VIC s",395000,08 Nov 2024,private treaty,2,1,3.0,520.0,House
"18 Acacia Street,DIMBOOLA VIC s",317000,07 Nov 2024,private treaty,2,1,3.0,802.0,House
"17 Taylor Avenue,RESERVOIR VIC s",850000,04 Nov 2024,private treaty,2,1,3.0,505.0,House
"19 Phillips Street,BEULAH VIC s1,",145000,01 Nov 2024,private treaty,2,1,3.0,26.0,House
"39 Kenneth Street,SANDRINGHAM VIC s",1720000,29 Oct 2024,private treaty,2,1,3.0,676.0,House
"106 Bass Meadows Boulevard,ST ANDREWS BEACH VIC s",885000,29 Oct 2024,private treaty,2,1,3.0,870.0,House
"1/5 Tunstall Avenue,BORONIA VIC s",588000,27 Oct 2024,private treaty,2,1,3.0,244.0,House
"2/37 Hillside Grove,AIRPORT WEST VIC s",660000,26 Oct 2024,private treaty,2,1,3.0,244.0,Townhouse
"73 Oronsay Crescent,DIAMOND CREEK VIC s",861000,26 Oct 2024,private treaty,2,1,3.0,649.0,House
"57 Libau Avenue,BELL PARK VIC s",530000,25 Oct 2024,private treaty,2,1,3.0,604.0,House
"2/8 Conifer Close,YARRAWONGA VIC s",265000,24 Oct 2024,private treaty,2,1,3.0,341.0,House
